,title,runtime,primary_name,studio,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,month,roi,genre
8545,The American,105.0,Anton Corbijn,Focus,9.042,5.8,690.0,"Sep 1, 2010",20000000.0,67950723.0,9.0,2.39753615,Crime Thriller Drama
8553,Martha Marcy May Marlene,102.0,Sean Durkin,FoxS,9.477,6.7,413.0,"Oct 21, 2011",1000000.0,5438911.0,10.0,4.438911,Mystery Thriller Drama
8559,Under the Skin,108.0,Jonathan Glazer,,9.527000000000001,6.1,1781.0,"Apr 4, 2014",13300000.0,7229933.0,4.0,-0.45639601503759397,Horror Drama Sci-Fi Thriller
8604,Quartet,94.0,Dustin Hoffman,Wein.,8.32,6.6,209.0,"Jan 11, 2013",11000000.0,56178935.0,1.0,4.107175909090909,Romance Drama Comedy
8606,Testament of Youth,129.0,James Kent,SPC,9.251,7.4,486.0,"Jun 5, 2015",10000000.0,6646669.0,6.0,-0.3353331,War Biography Drama History
8653,Rise of the Guardians,97.0,Peter Ramsey,P/DW,14.934000000000001,7.3,3697.0,"Nov 21, 2012",145000000.0,306900902.0,11.0,1.1165579448275862,Animation Action Adventure Fantasy Family
8659,Prometheus,124.0,Ridley Scott,Fox,24.98,6.4,7384.0,"Jun 8, 2012",125000000.0,402448265.0,6.0,2.21958612,Mystery Adventure Sci-Fi
8665,Bones,88.0,Frank Pestarino,,1.4,8.0,4.0,"Oct 24, 2001",10000000.0,8378853.0,10.0,-0.1621147,Drama
8678,Killer Elite,116.0,Gary McKendry,ORF,15.135,6.2,1093.0,"Sep 23, 2011",70000000.0,65409046.0,9.0,-0.06558505714285714,Crime Thriller Adventure Action
8717,Monsters University,104.0,Dan Scanlon,BV,20.33,7.0,6362.0,"Jun 21, 2013",200000000.0,743588329.0,6.0,2.717941645,Family Animation Adventure Comedy
8721,The Help,146.0,Tate Taylor,BV,12.597999999999999,8.1,3944.0,"Aug 10, 2011",25000000.0,213120004.0,8.0,7.52480016,Drama
8724,Gravity,91.0,Alfonso Cuarón,WB,27.836,7.2,9586.0,"Oct 4, 2013",110000000.0,693698673.0,10.0,5.306351572727273,Thriller Drama Sci-Fi
8739,The Wall,78.0,Ricardo Martinez,RAtt.,5.577000000000001,6.7,61.0,"May 12, 2017",3000000.0,4495262.0,5.0,0.4984206666666667,Documentary Drama Sci-Fi
8779,The Conjuring,112.0,James Wan,WB (NL),18.886,7.5,5912.0,"Jul 19, 2013",20000000.0,318000141.0,7.0,14.90000705,Mystery Horror Thriller
8780,The Next Three Days,133.0,Paul Haggis,LGF,11.147,7.0,1469.0,"Nov 19, 2010",30000000.0,67255916.0,11.0,1.2418638666666666,Action Drama Crime Romance Thriller
8834,Buried,95.0,Rodrigo Cortés,LGF,10.888,6.6,1487.0,"Sep 24, 2010",1987650.0,21270290.0,9.0,9.701225064774986,Mystery Thriller Drama
8841,The Odd Life of Timothy Green,105.0,Peter Hedges,BV,9.216000000000001,6.7,605.0,"Aug 15, 2012",40000000.0,55249159.0,8.0,0.381228975,Fantasy Family Drama Comedy
8847,"Big Mommas: Like Father, Like Son",107.0,John Whitesell,Fox,16.024,5.5,623.0,"Feb 18, 2011",32000000.0,82332450.0,2.0,1.5728890625,Crime Comedy Action
8856,Stake Land,98.0,Jim Mickle,IFC,8.799,6.2,415.0,"Apr 22, 2011",4000000.0,679482.0,4.0,-0.8301295,Horror Drama Sci-Fi
8884,Joy,75.0,Mijke de Jong,Fox,10.305,6.5,2723.0,"Dec 25, 2015",60000000.0,101134059.0,12.0,0.68556765,Drama Comedy
8933,Freedom,100.0,Ty Hunter,,,,,"Jun 5, 2015",14500000.0,872757.0,6.0,-0.9398098620689656,Crime Thriller Drama
8977,Baywatch,116.0,Seth Gordon,Par.,14.429,6.1,4748.0,"May 25, 2017",60000000.0,175863783.0,5.0,1.93106305,Crime Comedy Action
8981,Redemption Road,95.0,Mario Van Peebles,,1.128,4.7,6.0,"Aug 26, 2011",2300000.0,29384.0,8.0,-0.9872243478260869,Drama
8984,MacGruber,90.0,Jorma Taccone,Uni.,7.666,5.3,270.0,"May 21, 2010",10000000.0,8629895.0,5.0,-0.1370105,Romance Comedy Adventure Action
8992,Monsters,94.0,Gareth Edwards,Magn.,10.175,6.2,848.0,"Oct 29, 2010",500000.0,5639730.0,10.0,10.27946,Thriller Drama Sci-Fi
9039,Max Steel,92.0,Stewart Hendler,ORF,8.88,5.2,383.0,"Oct 14, 2016",10000000.0,4563080.0,10.0,-0.543692,Family Adventure Sci-Fi Action
9079,Aquaman,143.0,James Wan,WB,38.102,6.8,6155.0,"Dec 21, 2018",160000000.0,1146894640.0,12.0,6.1680915,Fantasy Adventure Action
9081,Cedar Rapids,87.0,Miguel Arteta,FoxS,7.694,6.0,206.0,"Feb 11, 2011",10000000.0,7862131.0,2.0,-0.2137869,Comedy
9084,Bridesmaids,125.0,Paul Feig,Uni.,9.805,6.5,2783.0,"May 13, 2011",32500000.0,289632023.0,5.0,7.911754553846154,Romance Comedy
9100,Attack the Block,88.0,Joe Cornish,SGem,9.612,6.4,1144.0,"Jul 29, 2011",13000000.0,6459183.0,7.0,-0.5031397692307692,Comedy Sci-Fi Action
9121,Eddie: The Sleepwalking Cannibal,90.0,Boris Rodriguez,,2.5860000000000003,6.2,33.0,"Apr 5, 2013",1400000.0,1632.0,4.0,-0.9988342857142857,Horror Comedy
9173,Oblivion,124.0,Joseph Kosinski,Uni.,18.534000000000002,6.5,6850.0,"Apr 19, 2013",120000000.0,287916633.0,4.0,1.399305275,Mystery Adventure Sci-Fi Action
9206,The Greatest Showman,105.0,Michael Gracey,Fox,22.009,8.0,5197.0,"Dec 20, 2017",84000000.0,386665550.0,12.0,3.6031613095238093,Biography Drama Musical
9210,Red Riding Hood,100.0,Catherine Hardwicke,WB,11.856,5.9,1884.0,"Mar 11, 2011",42000000.0,91678442.0,3.0,1.1828200476190476,Mystery Horror Fantasy Thriller
9214,The Raven,110.0,James McTeigue,Rela.,0.6,5.9,5.0,"Apr 27, 2012",26000000.0,30601801.0,4.0,0.17699234615384615,Action Horror Crime Sci-Fi Mystery Thriller
9216,5 Days of War,113.0,Renny Harlin,Anch.,8.689,5.7,102.0,"Aug 19, 2011",12000000.0,87793.0,8.0,-0.9926839166666667,War Drama Action
9233,Khumba,85.0,Anthony Silverston,MNE,9.597000000000001,5.6,129.0,"Dec 6, 2013",15000000.0,20898221.0,12.0,0.39321473333333334,Family Animation Adventure
9239,Zambezia,83.0,Wayne Thornley,,7.931,5.6,131.0,"Dec 31, 2012",20000000.0,34454336.0,12.0,0.7227168,Family Animation Adventure Comedy
9240,The Change-Up,112.0,David Dobkin,Uni.,12.122,6.0,1406.0,"Aug 5, 2011",52000000.0,75997067.0,8.0,0.4614820576923077,Fantasy Comedy
9252,The Forest,98.0,Shan Serafin,Focus,1.125,2.5,1.0,"Jan 8, 2016",10000000.0,40749230.0,1.0,3.074923,Horror Thriller
9269,Central Intelligence,107.0,Rawson Marshall Thurber,WB (NL),14.478,6.3,3133.0,"Jun 17, 2016",50000000.0,217194805.0,6.0,3.3438961,Crime Mystery Comedy Action
9285,The Iceman,106.0,Ariel Vromen,,11.248,6.5,562.0,"May 3, 2013",10000000.0,3623609.0,5.0,-0.6376391,Crime Biography Drama Thriller
9332,The Gift,,J. Jesses Smith,,1.304,6.6,7.0,"Dec 19, 2000",10000000.0,44567606.0,12.0,3.4567606,Drama Sci-Fi
9474,The Paperboy,107.0,Lee Daniels,MNE,8.142999999999999,5.5,409.0,"Oct 5, 2012",12500000.0,4027663.0,10.0,-0.67778696,Crime Thriller Drama Mystery
9501,Red River,77.0,Jacob Ennis,,0.875,0.0,1.0,"Aug 26, 1948",3000000.0,9012000.0,8.0,2.004,Horror Western Sci-Fi Action
9502,Restless,91.0,Gus Van Sant,,7.268,6.4,258.0,"Sep 16, 2011",8000000.0,2772511.0,9.0,-0.653436125,Romance Drama
9513,Horrible Bosses,98.0,Seth Gordon,WB (NL),14.058,6.5,3842.0,"Jul 8, 2011",35000000.0,212417601.0,7.0,5.069074314285714,Crime Comedy
9524,Vampires,88.0,Vincent Lannoo,,0.6,6.0,1.0,"Oct 30, 1998",20000000.0,20268825.0,10.0,0.01344125,Animation Horror Fantasy Comedy
9539,Drive Angry,104.0,Patrick Lussier,Sum.,14.095999999999998,5.3,959.0,"Feb 25, 2011",50000000.0,41042583.0,2.0,-0.17914834,Crime Thriller Fantasy Action
9540,Halloween,106.0,David Gordon Green,,20.839000000000002,6.4,2020.0,"Aug 31, 2007",15000000.0,77514401.0,8.0,4.167626733333333,Horror Thriller
9553,Fantastic Four,100.0,Josh Trank,Fox,16.36,4.4,3837.0,"Aug 7, 2015",120000000.0,167849187.0,8.0,0.398743225,Drama Adventure Sci-Fi Action
9617,Haywire,93.0,Steven Soderbergh,Rela.,10.015,5.6,747.0,"Jan 20, 2012",23000000.0,36374700.0,1.0,0.5815086956521739,Mystery Thriller Drama Action
9623,Cargo,85.0,Yan Vizinberg,,1.925,4.4,7.0,"Oct 21, 2011",4200000.0,313230.0,10.0,-0.9254214285714286,Thriller Drama
9665,Le Havre,93.0,Aki Kaurismäki,Jan.,5.973,6.9,169.0,"Oct 21, 2011",5500000.0,13480196.0,10.0,1.4509447272727272,Drama Comedy
9687,The Three Musketeers,110.0,Paul W.S. Anderson,,11.932,5.7,1596.0,"Oct 21, 2011",90000000.0,139877913.0,10.0,0.5541990333333333,Romance Thriller Adventure Action
9692,Griff the Invisible,90.0,Leon Ford,,3.5189999999999997,6.0,44.0,"Aug 19, 2011",2900000.0,25935.0,8.0,-0.9910568965517241,Romance Drama Comedy
9734,Super,96.0,James Gunn,IFC,11.36,6.6,726.0,"Apr 1, 2011",2500000.0,593933.0,4.0,-0.7624268,Drama Comedy Action
9776,Sherlock Holmes: A Game of Shadows,129.0,Guy Ritchie,WB,18.301,7.1,6380.0,"Dec 16, 2011",125000000.0,535663443.0,12.0,3.285307544,Crime Mystery Adventure Action
9810,3,119.0,Tom Tykwer,,1.8159999999999998,6.0,2.0,"Sep 16, 2011",7200000.0,295492.0,9.0,-0.9589594444444445,Horror Drama Comedy Romance Mystery Thriller
9825,The Host,125.0,Andrew Niccol,,11.458,6.2,2788.0,"Mar 29, 2013",50000000.0,64477051.0,3.0,0.28954102,Action Drama Romance Sci-Fi Thriller Adventure
9859,Meek's Cutoff,104.0,Kelly Reichardt,Osci.,7.309,6.5,113.0,"Apr 8, 2011",2000000.0,1869928.0,4.0,-0.065036,Western Drama
9868,Area 51,91.0,Oren Peli,,6.794,4.4,248.0,"May 15, 2015",5000000.0,7556.0,5.0,-0.9984888,Horror Thriller Sci-Fi
9894,Anonymous,130.0,Roland Emmerich,Sony,8.113999999999999,6.4,434.0,"Oct 28, 2011",27500000.0,15815509.0,10.0,-0.42489058181818185,Thriller Drama History
10000,Contraband,109.0,Baltasar Kormákur,Uni.,12.357000000000001,6.2,1114.0,"Jan 13, 2012",25000000.0,98406855.0,1.0,2.9362742,Crime Thriller Drama Action
10008,The Vatican Tapes,91.0,Mark Neveldine,LGF,7.841,4.6,365.0,"Jul 24, 2015",13000000.0,14929184.0,7.0,0.14839876923076922,Horror Thriller
10014,Grabbers,94.0,Jon Wright,,7.117000000000001,6.1,202.0,"Jul 19, 2013",5300000.0,440821.0,7.0,-0.9168262264150944,Horror Comedy Sci-Fi Mystery Thriller
10055,Melancholia,135.0,Lars von Trier,Magn.,11.123,7.1,1642.0,"Nov 11, 2011",9400000.0,21817298.0,11.0,1.3209891489361703,Drama Sci-Fi
10081,Exodus: Gods and Kings,150.0,Ridley Scott,Fox,26.789,5.7,2909.0,"Dec 12, 2014",140000000.0,268314513.0,12.0,0.9165322357142857,Drama Adventure Action
10125,Trust,106.0,David Schwimmer,,7.805,6.6,556.0,"Apr 1, 2011",4000000.0,120016.0,4.0,-0.969996,Crime Thriller Drama
10152,Everything Must Go,97.0,Dan Rush,RAtt.,7.492999999999999,6.0,301.0,"May 13, 2011",5000000.0,2821010.0,5.0,-0.435798,Romance Drama Comedy
10166,Beginners,105.0,Mike Mills,Focus,10.322000000000001,6.9,532.0,"Jun 3, 2011",3200000.0,14314407.0,6.0,3.4732521875,Romance Drama Comedy
10175,Battle of the Year,110.0,Benson Lee,SGem,5.858,6.1,130.0,"Sep 20, 2013",20000000.0,16723377.0,9.0,-0.16383115,Drama Musical
10211,Beyond the Black Rainbow,110.0,Panos Cosmatos,,7.331,5.9,150.0,"May 18, 2012",1100000.0,56491.0,5.0,-0.9486445454545455,Fantasy Horror Thriller Sci-Fi
10224,Elysium,109.0,Neill Blomkamp,TriS,17.663,6.4,5406.0,"Aug 9, 2013",120000000.0,286192091.0,8.0,1.3849340916666666,Thriller Drama Sci-Fi Action
10226,Captain Phillips,134.0,Paul Greengrass,Sony,15.482999999999999,7.6,3909.0,"Oct 11, 2013",55000000.0,220648184.0,10.0,3.0117851636363637,Biography Drama Action Thriller
10232,Hope Springs,100.0,David Frankel,Sony,8.312999999999999,6.1,429.0,"Aug 8, 2012",30000000.0,133085295.0,8.0,3.4361765,Romance Drama Comedy
10246,The Son of No One,90.0,Dito Montiel,Anch.,7.586,5.1,156.0,"Nov 4, 2011",15000000.0,1148578.0,11.0,-0.9234281333333333,Crime Thriller Drama Action
10247,The Divide,112.0,Xavier Gens,,7.778,5.9,302.0,"Jan 13, 2012",3000000.0,156362.0,1.0,-0.9478793333333333,Horror Drama Sci-Fi
10258,Paranormal Activity 2,91.0,Tod Williams,Par.,8.163,5.7,1342.0,"Oct 20, 2010",3000000.0,177512032.0,10.0,58.17067733333333,Horror Thriller
10300,The Mortal Instruments: City of Bones,130.0,Harald Zwart,SGem,16.484,6.3,2915.0,"Aug 21, 2013",60000000.0,75965567.0,8.0,0.26609278333333336,Action Horror Drama Romance Mystery Fantasy Adventure
10328,Blair Witch,89.0,Adam Wingard,LGF,9.772,5.0,1094.0,"Sep 16, 2016",10000000.0,38985577.0,9.0,2.8985577,Mystery Horror Thriller
10338,Playing for Keeps,105.0,Gabriele Muccino,FD,7.778,5.6,420.0,"Oct 3, 1986",35000000.0,2000000.0,10.0,-0.9428571428571428,Sport Romance Comedy
10339,The Guard,96.0,John Michael McDonagh,SPC,10.177,6.9,563.0,"Jul 29, 2011",6000000.0,21197454.0,7.0,2.532909,Crime Thriller Comedy Action
10442,Snow Flower and the Secret Fan,104.0,Wayne Wang,FoxS,4.519,5.9,39.0,"Jul 15, 2011",6000000.0,11348205.0,7.0,0.8913675,Drama History
10445,127 Hours,94.0,Danny Boyle,FoxS,11.435,7.0,4469.0,"Nov 5, 2010",18000000.0,60217171.0,11.0,2.345398388888889,Biography Drama Adventure Thriller
10507,The Grace Card,101.0,David G. Evans,,2.142,6.5,18.0,"Feb 25, 2011",200000.0,2430735.0,2.0,11.153675,Drama
10523,Vamps,92.0,Amy Heckerling,,6.65,5.0,145.0,"Nov 2, 2012",16000000.0,94812.0,11.0,-0.99407425,Romance Horror Comedy
10572,Premium Rush,91.0,David Koepp,Sony,12.484000000000002,6.2,1244.0,"Aug 24, 2012",35000000.0,31393201.0,8.0,-0.1030514,Crime Thriller Action
10615,Another Earth,92.0,Mike Cahill,FoxS,10.03,6.7,853.0,"Jul 22, 2011",175000.0,2102779.0,7.0,11.01588,Romance Drama Sci-Fi
10620,The Last Stand,107.0,Jee-woon Kim,LGF,15.894,5.9,1692.0,"Jan 18, 2013",30000000.0,48330757.0,1.0,0.6110252333333334,Crime Thriller Action
10640,Winnie Mandela,104.0,Darrell Roodt,,1.88,5.7,6.0,"Sep 6, 2013",15000000.0,61847.0,9.0,-0.9958768666666666,Biography Drama History
10680,A Better Life,98.0,Chris Weitz,Sum.,5.885,7.1,97.0,"Jun 24, 2011",10000000.0,1884251.0,6.0,-0.8115749,Romance Drama
10710,Country Strong,117.0,Shana Feste,SGem,7.567,6.3,126.0,"Dec 22, 2010",15000000.0,20601987.0,12.0,0.3734658,Romance Drama Musical
10711,Mary Queen of Scots,119.0,Thomas Imbach,Focus,16.115,6.6,592.0,"Dec 7, 2018",25000000.0,46734733.0,12.0,0.86938932,Biography Drama History
10738,Grace,98.0,Rodger Edralin,,5.781000000000001,4.6,78.0,"Aug 14, 2009",5000000.0,8297.0,8.0,-0.9983406,Crime Horror Drama Thriller
10806,Beautiful Creatures,124.0,Richard LaGravenese,,11.198,5.7,1826.0,"Feb 14, 2013",50000000.0,60282876.0,2.0,0.20565752,Fantasy Romance Drama
10840,The Master,138.0,Paul Thomas Anderson,Wein.,12.829,7.1,1323.0,"Sep 14, 2012",37500000.0,50647416.0,9.0,0.35059776,Drama
10857,I Want Your Money,92.0,Ray Griggs,,0.7440000000000001,4.2,5.0,"Oct 15, 2010",400000.0,433588.0,10.0,0.08397,Documentary
10870,The Devil Inside,83.0,William Brent Bell,Par.,7.403,4.7,441.0,"Jan 6, 2012",1000000.0,101759490.0,1.0,100.75949,Horror Thriller
10896,Higher Ground,109.0,Vera Farmiga,SPC,4.545,5.9,21.0,"Aug 23, 2011",1800000.0,842693.0,8.0,-0.5318372222222222,Thriller Drama
10899,Amigo,124.0,John Sayles,,0.84,4.8,4.0,"Aug 19, 2011",1500000.0,184705.0,8.0,-0.8768633333333333,War Drama History
10919,One Day,107.0,Lone Scherfig,Focus,10.308,7.2,2105.0,"Aug 19, 2011",15000000.0,59168692.0,8.0,2.9445794666666667,Romance Drama
10925,Overboard,112.0,Rob Greenberg,,19.477,6.3,535.0,"May 4, 2018",12000000.0,85369830.0,5.0,6.1141525,Romance Comedy
10934,Dolphin Tale,113.0,Charles Martin Smith,WB,10.679,6.8,327.0,"Sep 23, 2011",37000000.0,96068724.0,9.0,1.596452,Drama Family
10961,Head Over Heels,101.0,Roberto Santucci,,,,,"Feb 2, 2001",14000000.0,10397365.0,2.0,-0.2573310714285714,Comedy
10980,For Greater Glory: The True Story of Cristiada,145.0,Dean Wright,,4.519,6.6,63.0,"Jun 1, 2012",12000000.0,10026255.0,6.0,-0.16447875,War Drama History
11029,Man on a Ledge,102.0,Asger Leth,LG/S,11.263,6.3,1460.0,"Jan 27, 2012",42000000.0,49621440.0,1.0,0.18146285714285715,Crime Thriller Adventure Action
11034,The Girl with the Dragon Tattoo,158.0,David Fincher,MBox,17.823,7.3,3971.0,"Dec 20, 2011",90000000.0,239373970.0,12.0,1.6597107777777778,Crime Thriller Drama Mystery
11055,Race,59.0,Katherine Cecil,,8.705,7.2,910.0,"Feb 19, 2016",5000000.0,23745772.0,2.0,3.7491544,Action Documentary Drama History Biography
11062,War Horse,146.0,Steven Spielberg,BV,10.378,7.2,1849.0,"Dec 25, 2011",70000000.0,156815529.0,12.0,1.2402218428571428,War Drama History
11115,Tiny Furniture,98.0,Lena Dunham,IFC,6.695,5.9,82.0,"Nov 12, 2010",50000.0,424149.0,11.0,7.48298,Romance Drama Comedy
11118,A Dangerous Method,99.0,David Cronenberg,SPC,10.352,6.3,1066.0,"Nov 23, 2011",20000000.0,14807531.0,11.0,-0.25962345,Romance Biography Drama Thriller
11119,Mortal Engines,128.0,Christian Rivers,Uni.,40.095,6.0,1751.0,"Dec 14, 2018",100000000.0,85287417.0,12.0,-0.14712583,Fantasy Adventure Action
11122,The Skeleton Twins,93.0,Craig Johnson,RAtt.,10.341,6.7,394.0,"Sep 12, 2014",1000000.0,5797192.0,9.0,4.797192,Romance Drama Comedy
11130,Honey,103.0,Semih Kaplanoglu,,2.2880000000000003,7.1,39.0,"Dec 5, 2003",18000000.0,62646763.0,12.0,2.480375722222222,Drama
11149,Texas Chainsaw 3D,92.0,John Luessenhop,LGF,18.256,5.3,780.0,"Jan 4, 2013",20000000.0,47666013.0,1.0,1.38330065,Horror Thriller
11172,Housefull,144.0,Sajid Khan,Eros,,,,"Apr 30, 2010",10100000.0,18726300.0,4.0,0.8540891089108911,Comedy
11218,Skin Trade,78.0,Shannon Keith,Magn.,9.362,5.6,96.0,"May 8, 2015",9000000.0,1242.0,5.0,-0.999862,Drama Documentary Thriller Action
11241,The Dilemma,111.0,Ron Howard,Uni.,9.517999999999999,5.3,448.0,"Jan 14, 2011",70000000.0,70546865.0,1.0,0.007812357142857143,Drama Comedy
11348,House at the End of the Street,101.0,Mark Tonderai,,8.72,5.8,1033.0,"Sep 21, 2012",6900000.0,44103982.0,9.0,5.391881449275362,Horror Drama Thriller
11393,Larry Crowne,98.0,Tom Hanks,Uni.,7.261,5.8,676.0,"Jul 1, 2011",30000000.0,61449135.0,7.0,1.0483045,Romance Drama Comedy
11394,G.I. Joe: Retaliation,110.0,Jon M. Chu,Par.,15.065,5.5,3883.0,"Mar 27, 2013",140000000.0,375740705.0,3.0,1.6838621785714285,Thriller Adventure Sci-Fi Action
11406,The Last Godfather,100.0,Hyung-rae Shim,RAtt.,1.4,4.9,9.0,"Apr 1, 2011",13400000.0,164247.0,4.0,-0.9877427611940298,Action Comedy Crime Romance Thriller
11461,Severance,,Dany Gehshan,,,,,"May 18, 2007",10000000.0,5950002.0,5.0,-0.4049998,Drama Sci-Fi
11464,What to Expect When You're Expecting,110.0,Kirk Jones,LGF,12.27,5.9,1130.0,"May 18, 2012",37500000.0,88473016.0,5.0,1.3592804266666667,Romance Drama Comedy
11485,Machine Gun Preacher,129.0,Marc Forster,Rela.,9.12,6.5,477.0,"Sep 23, 2011",30000000.0,3721988.0,9.0,-0.8759337333333334,Crime Biography Thriller Action
11512,Maleficent,97.0,Robert Stromberg,BV,19.274,7.0,8143.0,"May 30, 2014",180000000.0,758536735.0,5.0,3.2140929722222222,Action Romance Adventure Fantasy Family
11543,Warm Bodies,98.0,Jonathan Levine,LG/S,13.259,6.3,4109.0,"Feb 1, 2013",30000000.0,115121608.0,2.0,2.8373869333333332,Romance Horror Comedy
11560,Brother,97.0,Marcel Rasquin,,1.636,6.7,15.0,"Jul 20, 2001",12000000.0,450594.0,7.0,-0.9624505,Sport Drama Family
11658,The Commuter,105.0,Jaume Collet-Serra,LGF,20.063,6.2,2394.0,"Jan 12, 2018",40000000.0,101985431.0,1.0,1.549635775,Mystery Thriller Action
11699,Insidious,103.0,James Wan,FD,16.197,6.9,3582.0,"Apr 1, 2011",1500000.0,99870886.0,4.0,65.58059066666667,Mystery Horror Thriller
11757,LOL,97.0,Lisa Azuelos,,12.43,6.1,1810.0,"May 4, 2012",11000000.0,10431506.0,5.0,-0.05168127272727273,Romance Drama Comedy
11801,The Innkeepers,101.0,Ti West,Magn.,8.494,5.5,324.0,"Feb 3, 2012",750000.0,1011535.0,2.0,0.3487133333333333,Mystery Horror Drama Thriller
11821,Norm of the North,90.0,Trevor Wall,LGF,9.325,4.2,192.0,"Jan 15, 2016",18000000.0,30535660.0,1.0,0.6964255555555555,Family Animation Adventure Comedy
11861,Fast Five,130.0,Justin Lin,Uni.,2.097,7.2,4294.0,"Apr 29, 2011",125000000.0,630163454.0,4.0,4.041307632,Crime Thriller Action
11863,Soul Surfer,112.0,Sean McNamara,TriS,8.459,7.0,688.0,"Apr 8, 2011",18000000.0,47158652.0,4.0,1.619925111111111,Biography Drama Family Action
11865,This Means War,103.0,McG,Fox,12.017000000000001,6.0,2096.0,"Feb 17, 2012",65000000.0,156974557.0,2.0,1.4149931846153847,Romance Comedy Action
11867,The Big Short,130.0,Adam McKay,Par.,14.327,7.3,4657.0,"Dec 11, 2015",28000000.0,133162752.0,12.0,3.7558125714285713,Biography Drama Comedy
11868,The Woman in Black,95.0,James Watkins,CBS,12.780999999999999,6.1,2122.0,"Feb 3, 2012",15000000.0,128955898.0,2.0,7.597059866666667,Fantasy Horror Drama Thriller
11875,Click,127.0,Sangeeth Sivan,,,,,"Jun 23, 2006",82500000.0,237685089.0,6.0,1.8810313818181819,Mystery Horror Drama
11918,Contagion,106.0,Steven Soderbergh,WB,10.444,6.3,2128.0,"Sep 9, 2011",60000000.0,137551594.0,9.0,1.2925265666666668,Thriller Drama Sci-Fi Action
11923,One for the Money,91.0,Julie Anne Robinson,,8.62,5.5,615.0,"Jan 27, 2012",42000000.0,36197221.0,1.0,-0.13816140476190475,Crime Comedy Action
11931,Safe House,115.0,Daniel Espinosa,Uni.,13.116,6.4,1997.0,"Feb 10, 2012",85000000.0,208542162.0,2.0,1.4534372,Crime Thriller Adventure Action
11933,Sonny,90.0,Larisa Sadilova,,,,,"Dec 27, 2002",4000000.0,17639.0,12.0,-0.99559025,Drama
11943,Abduction,106.0,John Singleton,LGF,17.69,5.8,1791.0,"Sep 23, 2011",35000000.0,86648359.0,9.0,1.4756674,Mystery Thriller Action
11946,The Drop,106.0,Michaël R. Roskam,FoxS,14.795,6.7,1215.0,"Sep 12, 2014",12600000.0,19054534.0,9.0,0.5122646031746032,Crime Drama
12012,The Grey,117.0,Joe Carnahan,ORF,12.942,6.5,2280.0,"Jan 27, 2012",25000000.0,81249176.0,1.0,2.24996704,Thriller Drama Adventure Action
12026,Albert Nobbs,113.0,Rodrigo García,RAtt.,6.277,6.3,227.0,"Dec 21, 2011",7500000.0,8539003.0,12.0,0.13853373333333333,Romance Drama
12039,Only God Forgives,90.0,Nicolas Winding Refn,RTWC,10.196,5.8,1396.0,"Jul 19, 2013",4800000.0,4494560.0,7.0,-0.06363333333333333,Crime Thriller Drama
12045,Amour,127.0,Michael Haneke,SPC,10.705,7.7,746.0,"Dec 19, 2012",9700000.0,36787044.0,12.0,2.792478762886598,Romance Drama
12083,Prom,104.0,Joe Nussbaum,BV,6.9110000000000005,6.0,276.0,"Apr 29, 2011",8000000.0,10763183.0,4.0,0.345397875,Romance Family Drama Comedy
12126,The Visit,90.0,Richard Dailey,Uni.,10.196,6.2,2634.0,"Sep 11, 2015",5000000.0,98677816.0,9.0,18.7355632,Horror Drama Comedy Romance Mystery Thriller
12137,Midnight in Paris,94.0,Woody Allen,SPC,13.171,7.5,3965.0,"May 20, 2011",30000000.0,162502774.0,5.0,4.416759133333334,Romance Fantasy Comedy
12163,A Good Day to Die Hard,98.0,John Moore,Fox,15.857999999999999,5.2,4437.0,"Feb 14, 2013",92000000.0,304249198.0,2.0,2.3070565,Thriller Action
12175,The Vow,104.0,Michael Sucsy,SGem,13.046,7.1,2409.0,"Feb 10, 2012",30000000.0,197618160.0,2.0,5.587272,Romance Drama
12182,Iris,85.0,Ulrika Bengts,,5.445,7.6,71.0,"Dec 14, 2001",5500000.0,5580479.0,12.0,0.014632545454545455,Documentary History Drama Family
12205,The Other Dream Team,89.0,Marius A. Markevicius,,1.304,7.5,12.0,"Sep 28, 2012",500000.0,314444.0,9.0,-0.371112,Sport Documentary
12231,Zoolander 2,101.0,Ben Stiller,Par.,12.997,4.7,1374.0,"Feb 12, 2016",50000000.0,55348693.0,2.0,0.10697386,Comedy
12283,Three Kings,65.0,D. Tattersall,,,,,"Oct 1, 1999",48000000.0,107752036.0,10.0,1.2448340833333333,Sport Documentary Biography
12302,Absentia,87.0,Mike Flanagan,,10.357000000000001,5.9,175.0,"Dec 31, 2011",70000.0,8555.0,12.0,-0.8777857142857143,Mystery Horror Drama Thriller
12316,Abraham Lincoln: Vampire Hunter,105.0,Timur Bekmambetov,Fox,12.498,5.6,2009.0,"Jun 22, 2012",67500000.0,137489730.0,6.0,1.0368848888888889,Horror Fantasy Action
12394,Rubber,82.0,Quentin Dupieux,Magn.,8.318999999999999,5.9,417.0,"Apr 1, 2011",500000.0,680914.0,4.0,0.361828,Horror Drama Comedy Mystery Fantasy
12472,Savages,131.0,Oliver Stone,,7.504,6.3,1246.0,"Jul 6, 2012",45000000.0,82513490.0,7.0,0.8336331111111112,Crime Thriller Drama
12480,Margin Call,107.0,J.C. Chandor,RAtt.,9.498,6.8,856.0,"Oct 21, 2011",3400000.0,20433227.0,10.0,5.009772647058823,Thriller Drama
