,title,runtime,primary_name,studio,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,month,roi,genre
3653,Smoke Signals,75.0,Luis Sampieri,,,,,"Jun 26, 1998",2000000.0,7756617.0,6.0,2.8783085,Documentary
3783,The Descendants,115.0,Alexander Payne,FoxS,10.444,6.8,1522.0,"Nov 16, 2011",20000000.0,175507800.0,11.0,7.77539,Drama Comedy
3800,The One,,Sarah Martin,,0.9309999999999999,5.5,5.0,"Nov 2, 2001",49000000.0,72689126.0,11.0,0.48345155102040815,Romance Horror Drama Comedy
3872,Next,7.0,Alyssa Baxter-Williams,,,,,"Apr 27, 2007",70000000.0,73591500.0,4.0,0.05130714285714286,Horror
3875,The Eagle,114.0,Kevin Macdonald,Focus,8.443,6.1,694.0,"Feb 11, 2011",25000000.0,38993548.0,2.0,0.55974192,Drama Adventure Action
3879,Suspiria,152.0,Luca Guadagnino,Amazon,16.925,7.0,752.0,"Oct 26, 2018",20000000.0,7034615.0,10.0,-0.64826925,Mystery Horror Fantasy
3942,Trash,55.0,Bettie Wilde,FCW,0.6,3.0,3.0,"Oct 9, 2015",12000000.0,6553186.0,10.0,-0.4539011666666667,Thriller
4269,Wanderlust,,Graeme Higginson,Uni.,9.896,5.4,693.0,"Feb 24, 2012",32500000.0,24159934.0,2.0,-0.2566174153846154,Romance Fantasy Comedy
4365,Jackpot,,Kalyaan,DR,0.6,6.0,1.0,"Jul 27, 2001",400000.0,44452.0,7.0,-0.88887,Comedy
4436,Legion,100.0,Scott Stewart,,12.032,5.3,1154.0,"Jan 22, 2010",26000000.0,67647574.0,1.0,1.6018297692307693,Horror Fantasy Action
4446,Hero,,Anand Annamalai,,0.6,9.0,1.0,"Oct 2, 1992",42000000.0,66787173.0,10.0,0.5901707857142857,Action
4475,The Bounty Hunter,110.0,Andy Tennant,Sony,9.861,5.7,1627.0,"Mar 19, 2010",45000000.0,135808837.0,3.0,2.0179741555555557,Romance Drama Comedy Action
4486,Lost and Found,,Nadeem Soumah,,,,,"Apr 23, 1999",14000000.0,6552255.0,4.0,-0.5319817857142857,Thriller
4566,Madison,,Kim Strobl,,,,,"Apr 22, 2005",15500000.0,517262.0,4.0,-0.9666282580645161,Family Drama Adventure
4626,Unbroken,104.0,Tayo Osasona,Uni.,12.354000000000001,7.4,2240.0,"Dec 25, 2014",65000000.0,163527824.0,12.0,1.5158126769230769,War Drama
4915,The Nutcracker in 3D,110.0,Andrey Konchalovskiy,Free,7.566,5.5,97.0,"Nov 24, 2010",90000000.0,20466016.0,11.0,-0.7725998222222222,Fantasy Family Musical Action
4956,The Unborn,,Tal Lazar,,,,,"Jan 9, 2009",16000000.0,78208812.0,1.0,3.88805075,Horror
5009,Limbo,89.0,Tim Dünschede,,0.6,7.7,3.0,"Jun 4, 1999",8300000.0,2598224.0,6.0,-0.6869609638554217,Thriller Drama Comedy
5102,Rebecca,,Rogeria Inocencio,,,,,"Mar 21, 1940",1288000.0,6002370.0,3.0,3.660225155279503,Horror
5201,The Legend of Hercules,99.0,Renny Harlin,LG/S,13.754000000000001,4.5,805.0,"Jan 10, 2014",70000000.0,58953319.0,1.0,-0.15780972857142858,Fantasy Adventure Action
5342,No Man's Land,,Conor Allyn,,0.6,7.0,1.0,"Dec 7, 2001",1000000.0,2684207.0,12.0,1.684207,Drama Western
5393,Into the Storm,67.0,Carol Fauls,,8.884,5.8,1169.0,"Aug 8, 2014",50000000.0,150429371.0,8.0,2.00858742,Documentary Thriller Action
5468,Silver Linings Playbook,122.0,David O. Russell,Wein.,15.350999999999999,7.1,7636.0,"Nov 16, 2012",21000000.0,236412453.0,11.0,10.257735857142857,Romance Drama Comedy
5513,Bound,,Jokes Yanes,,5.882999999999999,3.5,42.0,"Oct 4, 1996",4500000.0,7011317.0,10.0,0.5580704444444444,Thriller Drama Action
5605,Parental Guidance,105.0,Andy Fickman,Fox,10.124,5.8,276.0,"Dec 25, 2012",25000000.0,120832383.0,12.0,3.83329532,Family Comedy
5618,Goosebumps,103.0,Rob Letterman,Sony,18.957,6.2,2147.0,"Oct 16, 2015",58000000.0,158905324.0,10.0,1.7397469655172413,Family Comedy Adventure Horror
5622,Repo Men,111.0,Miguel Sapochnik,Uni.,12.437000000000001,6.2,976.0,"Mar 19, 2010",32000000.0,18195238.0,3.0,-0.4313988125,Crime Thriller Sci-Fi Action
5623,The Big Year,100.0,David Frankel,Fox,7.077000000000001,5.8,393.0,"Oct 14, 2011",41000000.0,7684524.0,10.0,-0.8125725853658536,Comedy
5628,Life as We Know It,114.0,Greg Berlanti,WB,,,,"Oct 8, 2010",38000000.0,105887837.0,10.0,1.7865220263157895,Romance Drama Comedy
5658,Boyhood,165.0,Richard Linklater,IFC,11.140999999999998,7.5,3097.0,"Jul 11, 2014",4000000.0,57273049.0,7.0,13.31826225,Drama
5663,Water for Elephants,120.0,Francis Lawrence,Fox,6.209,6.9,1627.0,"Apr 22, 2011",38000000.0,116809717.0,4.0,2.0739399210526317,Romance Drama
5666,Monte Carlo,109.0,Thomas Bezucha,Fox,11.017000000000001,6.2,1193.0,"Jul 1, 2011",20000000.0,39686769.0,7.0,0.98433845,Romance Family Comedy Adventure
5667,Footloose,113.0,Craig Brewer,,10.269,6.6,929.0,"Oct 14, 2011",24000000.0,62989834.0,10.0,1.6245764166666667,Romance Drama Comedy Musical
5690,Skyfall,143.0,Sam Mendes,Sony,19.27,7.1,10441.0,"Nov 8, 2012",200000000.0,1110526981.0,11.0,4.552634905,Thriller Adventure Action
5692,Jonah Hex,81.0,Jimmy Hayward,WB,13.467,4.6,708.0,"Jun 18, 2010",47000000.0,11022696.0,6.0,-0.7654745531914894,Action Drama Western Thriller Fantasy
5697,Dark Shadows,113.0,Tim Burton,WB,15.75,5.9,4197.0,"May 11, 2012",150000000.0,238202668.0,5.0,0.5880177866666667,Horror Fantasy Comedy
5714,The Belko Experiment,89.0,Greg McLean,,10.133,6.1,757.0,"Mar 17, 2017",5000000.0,11792942.0,3.0,1.3585884,Horror Thriller Action
5716,Eddie the Eagle,106.0,Dexter Fletcher,Fox,11.482999999999999,7.2,1190.0,"Feb 26, 2016",23000000.0,45060480.0,2.0,0.9591513043478261,Drama Comedy History Biography Adventure
5722,Lights Out,,Gregori J. Martin,WB (NL),12.408,6.3,2220.0,"Jul 22, 2016",5000000.0,148806510.0,7.0,28.761302,Mystery Thriller Drama Horror
5731,Blended,117.0,Frank Coraci,WB,10.613,6.7,1709.0,"May 23, 2014",45000000.0,127990741.0,5.0,1.8442386888888889,Romance Comedy
5738,Lone Survivor,121.0,Peter Berg,Uni.,15.404000000000002,7.4,2289.0,"Dec 25, 2013",40000000.0,149804632.0,12.0,2.7451158,War Biography Drama Action
5743,Paul,104.0,Greg Mottola,Uni.,15.234000000000002,6.5,3017.0,"Mar 18, 2011",40000000.0,101162106.0,3.0,1.52905265,Comedy Adventure Sci-Fi
5745,Shanghai,105.0,Mikael Håfström,Wein.,6.824,6.1,80.0,"Oct 2, 2015",50000000.0,15505922.0,10.0,-0.68988156,Crime Romance Drama Mystery
5748,The Darkest Hour,89.0,Chris Gorak,Sum.,10.73,4.9,735.0,"Dec 25, 2011",34800000.0,62831715.0,12.0,0.8055090517241379,Action Horror Sci-Fi Thriller Adventure
5754,The Hammer,108.0,Oren Kaplan,,1.9609999999999999,6.5,16.0,"Mar 21, 2008",850000.0,442638.0,3.0,-0.47924941176470587,Sport Biography Drama Comedy
5769,Killers,100.0,Robert Luketic,LGF,10.221,5.8,1314.0,"Jun 4, 2010",75000000.0,95572749.0,6.0,0.27430332,Romance Thriller Comedy Action
5782,Ca$h,108.0,Stephen Milburn Anderson,,8.503,5.8,112.0,"Dec 31, 2008",13700000.0,11738256.0,12.0,-0.14319299270072994,Crime Thriller Comedy Mystery
5797,Paddington,95.0,Paul King,W/Dim.,13.565,7.0,1904.0,"Jan 16, 2015",55000000.0,258789097.0,1.0,3.705256309090909,Family Comedy Adventure
5799,Trance,83.0,Hans Rodionoff,FoxS,9.571,6.6,1348.0,"Apr 5, 2013",16000000.0,22594052.0,4.0,0.41212825,Horror Drama Crime Mystery Thriller
5817,Jackass 3D,95.0,Jeff Tremaine,,10.715,6.3,655.0,"Oct 15, 2010",20000000.0,171685793.0,10.0,7.58428965,Documentary Comedy Action
5824,Blue Valentine,112.0,Derek Cianfrance,Wein.,8.994,6.9,1677.0,"Dec 29, 2010",1000000.0,16566240.0,12.0,15.56624,Romance Drama
5826,Seventh Son,102.0,Sergei Bodrov,Uni.,22.855999999999998,5.3,1549.0,"Feb 6, 2015",95000000.0,108874967.0,2.0,0.14605228421052632,Fantasy Adventure Action
5831,The Ides of March,101.0,George Clooney,Sony,10.127,6.7,1405.0,"Oct 7, 2011",23000000.0,77735925.0,10.0,2.3798228260869565,Thriller Drama
5832,Free State of Jones,139.0,Gary Ross,STX,8.574,6.6,787.0,"Jun 24, 2016",50000000.0,23237252.0,6.0,-0.53525496,Action Drama History War Biography
5836,Love Ranch,117.0,Taylor Hackford,,6.185,6.1,28.0,"Jun 30, 2010",25000000.0,146149.0,6.0,-0.99415404,Biography Drama Comedy
5837,Big Eyes,106.0,Tim Burton,Wein.,12.017000000000001,7.0,2153.0,"Dec 25, 2014",10000000.0,27317872.0,12.0,1.7317872,Crime Biography Drama
5838,Burlesque,119.0,Steve Antin,SGem,8.676,7.1,1195.0,"Nov 24, 2010",55000000.0,90552675.0,11.0,0.6464122727272728,Romance Drama Musical
5840,Morning Glory,107.0,Roger Michell,Par.,10.595,6.3,717.0,"Nov 10, 2010",40000000.0,59795070.0,11.0,0.49487675,Romance Drama Comedy
5867,Circle,88.0,Michael W. Watkins,,2.5869999999999997,3.8,6.0,"Aug 27, 2010",2000000.0,10024.0,8.0,-0.994988,Horror Thriller
5879,Shutter Island,138.0,Martin Scorsese,Par.,18.06,8.1,12625.0,"Feb 19, 2010",80000000.0,299461782.0,2.0,2.743272275,Mystery Thriller Drama
5880,The 5th Quarter,90.0,Rick Bieber,,2.142,4.7,15.0,"Mar 25, 2011",6000000.0,408159.0,3.0,-0.9319735,Sport Biography Drama
5894,Green Lantern,114.0,Martin Campbell,WB,17.257,5.1,4290.0,"Jun 17, 2011",200000000.0,219535492.0,6.0,0.09767746,Thriller Adventure Sci-Fi Action
5897,Akira,,Taika Waititi,,,,,"Apr 27, 2001",8000000.0,19585.0,4.0,-0.997551875,Mystery Drama Action
5902,Takers,107.0,John Luessenhop,SGem,8.969,6.2,605.0,"Aug 27, 2010",32000000.0,70587268.0,8.0,1.205852125,Crime Thriller Drama Action
5907,Death Wish,107.0,Eli Roth,,18.014,5.9,1207.0,"Mar 2, 2018",30000000.0,48575965.0,3.0,0.6191988333333334,Crime Thriller Drama Action
5908,Accidental Love,100.0,David O. Russell,,6.487,4.0,172.0,"Mar 17, 2015",26000000.0,135436.0,3.0,-0.9947909230769231,Romance Comedy
5915,The Ghost Writer,128.0,Roman Polanski,Sum.,7.829,6.8,1135.0,"Feb 19, 2010",45000000.0,65532491.0,2.0,0.4562775777777778,Mystery Thriller Drama
5921,Frankenweenie,87.0,Tim Burton,BV,14.627,6.8,1685.0,"Oct 5, 2012",39000000.0,81150788.0,10.0,1.080789435897436,Family Animation Comedy
5953,Beastly,86.0,Daniel Barnz,CBS,10.136000000000001,6.1,1748.0,"Mar 4, 2011",17000000.0,38028230.0,3.0,1.236954705882353,Fantasy Romance Drama Sci-Fi
5955,The Joneses,117.0,Chris Tyrrell,RAtt.,6.4239999999999995,6.2,312.0,"Apr 16, 2010",10000000.0,3541565.0,4.0,-0.6458435,Drama Comedy
5964,The Karate Kid,140.0,Harald Zwart,Sony,12.255999999999998,6.3,3140.0,"Jun 11, 2010",40000000.0,351774938.0,6.0,7.79437345,Drama Family Adventure Action
6025,Dune,,Denis Villeneuve,,,,,"Dec 14, 1984",45000000.0,27447471.0,12.0,-0.3900562,Drama Adventure Sci-Fi
6030,The Rite,114.0,Mikael Håfström,WB (NL),9.676,5.9,994.0,"Jan 28, 2011",37000000.0,97143987.0,1.0,1.6255131621621621,Mystery Horror Drama Thriller
6036,Biutiful,148.0,Alejandro G. Iñárritu,RAtt.,7.697,7.2,546.0,"Jan 28, 2011",35000000.0,24687524.0,1.0,-0.2946421714285714,Romance Drama
6045,The Hobbit: The Desolation of Smaug,161.0,Peter Jackson,WB (NL),21.275,7.6,7739.0,"Dec 13, 2013",250000000.0,960366855.0,12.0,2.84146742,Fantasy Adventure Action
6046,Baggage Claim,96.0,David E. Talbert,FoxS,8.666,5.4,127.0,"Sep 27, 2013",8500000.0,22885836.0,9.0,1.692451294117647,Comedy
6061,All Good Things,101.0,Andrew Jarecki,Magn.,7.871,6.0,493.0,"Dec 3, 2010",20000000.0,873617.0,12.0,-0.95631915,Drama Crime Romance Mystery Thriller
6065,A Walk in the Woods,104.0,Ken Kwapis,BG,6.935,5.9,402.0,"Sep 2, 2015",8000000.0,37119358.0,9.0,3.63991975,Biography Drama Adventure Comedy
6070,A Nightmare on Elm Street,95.0,Samuel Bayer,,9.795,5.5,1408.0,"Apr 30, 2010",35000000.0,117729621.0,4.0,2.363703457142857,Horror Drama Crime Mystery Thriller
6077,10 Cloverfield Lane,103.0,Dan Trachtenberg,Par.,17.892,6.9,4629.0,"Mar 11, 2016",5000000.0,108286422.0,3.0,20.6572844,Horror Drama Sci-Fi Mystery Thriller
6080,Wuthering Heights,129.0,Andrea Arnold,,7.61,6.1,115.0,"Oct 5, 2012",8000000.0,2721534.0,10.0,-0.65980825,Romance Drama
6085,You Will Meet a Tall Dark Stranger,98.0,Woody Allen,SPC,6.209,5.8,431.0,"Sep 22, 2010",15000000.0,34247816.0,9.0,1.2831877333333332,Romance Drama Comedy
6096,Welcome to the Rileys,110.0,Jake Scott,Gold.,8.347999999999999,6.5,241.0,"Oct 29, 2010",10000000.0,355919.0,10.0,-0.9644081,Drama
6123,The Lincoln Lawyer,118.0,Brad Furman,LGF,11.812000000000001,7.1,1525.0,"Mar 18, 2011",40000000.0,87145086.0,3.0,1.17862715,Crime Thriller Drama
6136,Rango,107.0,Gore Verbinski,Par.,14.462,6.6,3412.0,"Mar 4, 2011",135000000.0,245724600.0,3.0,0.8201822222222223,Animation Comedy Western Adventure Family
6144,Step Up 3D,107.0,Jon M. Chu,,17.174,6.7,1160.0,"Aug 6, 2010",30000000.0,165889117.0,8.0,4.529637233333333,Romance Drama Musical
6145,The Bourne Legacy,135.0,Tony Gilroy,Uni.,18.05,6.1,3630.0,"Aug 10, 2012",125000000.0,280355920.0,8.0,1.24284736,Thriller Adventure Action
6148,Casino Jack,108.0,George Hickenlooper,ATO,9.432,6.1,149.0,"Dec 17, 2010",12500000.0,2272186.0,12.0,-0.81822512,Crime Biography Drama Comedy
6152,The Five-Year Engagement,124.0,Nicholas Stoller,Uni.,10.729000000000001,5.8,742.0,"Apr 27, 2012",30000000.0,61623819.0,4.0,1.0541273,Romance Comedy
6155,Diary of a Wimpy Kid,94.0,Thor Freudenthal,Fox,12.255999999999998,6.0,736.0,"Mar 19, 2010",15000000.0,76954311.0,3.0,4.1302874,Family Drama Comedy
6162,Gracie,71.0,Jane Alexandra Foster,,,,,"Jun 1, 2007",9000000.0,3922043.0,6.0,-0.5642174444444444,Fantasy Crime Drama
6193,The Muppets,103.0,James Bobin,BV,11.324000000000002,6.6,831.0,"Nov 23, 2011",45000000.0,160971922.0,11.0,2.5771538222222223,Family Comedy Adventure Musical
6194,Last Vegas,105.0,Jon Turteltaub,CBS,6.5329999999999995,6.4,1211.0,"Jan 28, 2013",28000000.0,112914167.0,1.0,3.0326488214285714,Drama Comedy
6195,Ouija,89.0,Stiles White,Uni.,15.389000000000001,5.1,1670.0,"Oct 24, 2014",5000000.0,103300632.0,10.0,19.6601264,Mystery Horror Thriller
6199,Jack Ryan: Shadow Recruit,105.0,Kenneth Branagh,Par.,11.061,6.1,1687.0,"Jan 17, 2014",60000000.0,131377412.0,1.0,1.1896235333333334,Thriller Drama Action
6208,Out of the Furnace,116.0,Scott Cooper,Rela.,9.139,6.6,1077.0,"Dec 4, 2013",22000000.0,15434375.0,12.0,-0.2984375,Crime Thriller Drama
6211,Beyond the Mat,,Van M. Pham,,,,,"Oct 22, 1999",500000.0,2047570.0,10.0,3.09514,Sport Drama
6217,Blood Done Sign My Name,128.0,Jeb Stuart,,1.3459999999999999,6.0,5.0,"Feb 19, 2010",10000000.0,109383.0,2.0,-0.9890617,Crime Drama
6220,Moneyball,133.0,Bennett Miller,Sony,15.392999999999999,7.1,2255.0,"Sep 23, 2011",50000000.0,111300835.0,9.0,1.2260167,Sport Biography Drama
6221,The Lone Ranger,150.0,Gore Verbinski,BV,12.482000000000001,6.0,3789.0,"Jul 2, 2013",275000000.0,260002115.0,7.0,-0.05453776363636364,Western Adventure Action
6223,Doctor Strange,115.0,Scott Derrickson,BV,33.035,7.3,12582.0,"Nov 4, 2016",165000000.0,676404566.0,11.0,3.099421612121212,Fantasy Adventure Sci-Fi Action
6225,Middle of Nowhere,97.0,Ava DuVernay,,4.046,5.9,35.0,"Oct 12, 2012",200000.0,236806.0,10.0,0.18403,Drama Comedy
6227,Escape Plan,115.0,Mikael Håfström,LG/S,17.88,6.7,2799.0,"Oct 18, 2013",70000000.0,103735965.0,10.0,0.48194235714285716,Crime Mystery Thriller Action
6231,Hereafter,129.0,Clint Eastwood,WB,7.886,5.9,848.0,"Oct 15, 2010",50000000.0,108660270.0,10.0,1.1732054,Fantasy Romance Drama
6232,The Lost City of Z,141.0,James Gray,BST,11.048,6.2,1397.0,"Apr 14, 2017",30000000.0,17121823.0,4.0,-0.4292725666666667,History Biography Drama Adventure
6235,The Back-up Plan,104.0,Alan Poul,,,,,"Apr 23, 2010",35000000.0,75281179.0,4.0,1.1508908285714285,Romance Comedy
6237,Lawless,116.0,John Hillcoat,Wein.,12.147,7.0,1660.0,"Aug 29, 2012",26000000.0,54393687.0,8.0,1.0920648846153846,Crime Drama
6256,First Man,141.0,Damien Chazelle,Uni.,22.958000000000002,7.1,2304.0,"Oct 12, 2018",60000000.0,105203825.0,10.0,0.7533970833333333,Biography Drama History
6258,The World's End,109.0,Edgar Wright,Focus,12.719000000000001,6.7,2990.0,"Aug 23, 2013",20000000.0,47508505.0,8.0,1.37542525,Comedy Sci-Fi Action
6266,Kill the Messenger,112.0,Michael Cuesta,Focus,10.062000000000001,6.6,507.0,"Oct 10, 2014",5000000.0,6656705.0,10.0,0.331341,Drama Crime Mystery Biography Thriller
6267,Leap Year,100.0,Anand Tucker,Uni.,11.821,6.7,990.0,"Jan 8, 2010",19000000.0,32618920.0,1.0,0.7167852631578947,Romance Comedy
6278,Limitless,105.0,Neil Burger,Rela.,19.453,7.1,6295.0,"Mar 18, 2011",27000000.0,155564919.0,3.0,4.761663666666666,Mystery Thriller Sci-Fi
6281,Legend of the Guardians: The Owls of Ga'Hoole,97.0,Zack Snyder,WB,10.754000000000001,6.6,1223.0,"Sep 24, 2010",100000000.0,139716717.0,9.0,0.39716717,Animation Action Adventure Fantasy Family
6283,Ghost in the Shell,107.0,Rupert Sanders,,21.308000000000003,6.0,5128.0,"Mar 31, 2017",110000000.0,167910690.0,3.0,0.5264608181818182,Thriller Drama Sci-Fi Action
6314,Resident Evil: Afterlife,96.0,Paul W.S. Anderson,SGem,0.667,5.9,2119.0,"Sep 10, 2010",57500000.0,295874190.0,9.0,4.145638086956522,Horror Adventure Sci-Fi Action
6326,Zookeeper,102.0,Frank Coraci,Sony,10.764000000000001,5.3,886.0,"Jul 8, 2011",80000000.0,170805525.0,7.0,1.1350690625,Romance Family Comedy
6334,Viy,127.0,Oleg Stepchenko,,,,,"Jun 30, 2015",26000000.0,34246770.0,6.0,0.31718346153846155,Mystery Fantasy Adventure
6340,Get Him to the Greek,109.0,Nicholas Stoller,Uni.,8.485,5.9,980.0,"Jun 4, 2010",40000000.0,91455875.0,6.0,1.286396875,Comedy Adventure Musical
6342,Edge of Darkness,117.0,Martin Campbell,WB,11.252,6.3,794.0,"Jan 29, 2010",60000000.0,82812456.0,1.0,0.3802076,Crime Thriller Drama Mystery
6347,The Debt,113.0,John Madden,Focus,12.697000000000001,6.6,403.0,"Aug 31, 2011",20000000.0,46604054.0,8.0,1.3302027,Thriller Drama
6351,Beautiful Boy,120.0,Felix van Groeningen,Anch.,5.872000000000001,6.0,47.0,"Oct 12, 2018",25000000.0,13031424.0,10.0,-0.47874304,Biography Drama
6363,Iron Man 2,124.0,Jon Favreau,Par.,28.515,6.8,12368.0,"May 7, 2010",170000000.0,621156389.0,5.0,2.653861111764706,Adventure Sci-Fi Action
6364,Let Me In,116.0,Matt Reeves,Over.,9.716000000000001,6.7,1061.0,"Oct 1, 2010",20000000.0,28270399.0,10.0,0.41351995,Fantasy Mystery Horror Drama
6370,Anchorman 2: The Legend Continues,119.0,Adam McKay,Par.,12.08,6.1,1408.0,"Dec 18, 2013",50000000.0,172185754.0,12.0,2.44371508,Comedy
6377,Same Kind of Different as Me,119.0,Michael Carney,,8.756,6.8,103.0,"Oct 20, 2017",6500000.0,6423605.0,10.0,-0.011753076923076923,Biography Drama
6393,Due Date,95.0,Todd Phillips,WB,12.445,6.3,2973.0,"Nov 5, 2010",65000000.0,211739043.0,11.0,2.2575237384615385,Comedy Drama Adventure
6394,Hot Tub Time Machine,101.0,Steve Pink,MGM,10.15,6.0,1383.0,"Mar 26, 2010",36000000.0,65967750.0,3.0,0.8324375,Comedy Sci-Fi Adventure
6396,That's My Boy,116.0,Sean Anders,Sony,12.817,5.5,831.0,"Jun 15, 2012",57500000.0,58085235.0,6.0,0.010178,Comedy
6401,Brighton Rock,111.0,Rowan Joffe,IFC,4.749,6.0,57.0,"Aug 26, 2011",11000000.0,229653.0,8.0,-0.9791224545454545,Crime Thriller Drama
6404,Ironclad,121.0,Jonathan English,,10.202,6.1,373.0,"Jul 8, 2011",25000000.0,5297411.0,7.0,-0.78810356,Action Drama Romance History Adventure
6414,Red Dawn,93.0,Dan Bradley,,13.904000000000002,5.4,849.0,"Nov 21, 2012",65000000.0,48164150.0,11.0,-0.2590130769230769,War Thriller Sci-Fi Action
6415,RoboCop,117.0,José Padilha,,17.851,5.8,3390.0,"Feb 12, 2014",120000000.0,242981799.0,2.0,1.024848325,Crime Sci-Fi Action
6419,The Future,91.0,Miranda July,RAtt.,3.8360000000000003,5.8,38.0,"Jul 29, 2011",1000000.0,1239174.0,7.0,0.239174,Fantasy Romance Drama Comedy
6422,Wild Target,98.0,Jonathan Lynn,Free,9.355,6.4,356.0,"Oct 29, 2010",8000000.0,5314194.0,10.0,-0.33572575,Crime Comedy Action
6427,Broken City,109.0,Allen Hughes,Fox,13.645999999999999,5.9,814.0,"Jan 18, 2013",35000000.0,34480045.0,1.0,-0.014855857142857143,Crime Thriller Drama
6467,Your Highness,102.0,David Gordon Green,Uni.,0.6,3.0,4.0,"Apr 8, 2011",50000000.0,26121638.0,4.0,-0.47756724,Action Drama Comedy Sci-Fi Fantasy Adventure
6476,I Spit on Your Grave,108.0,Steven R. Monroe,Anch.,13.102,6.3,977.0,"Oct 8, 2010",1750000.0,1278471.0,10.0,-0.2694451428571429,Crime Horror Thriller
6477,We Need to Talk About Kevin,112.0,Lynne Ramsay,Osci.,11.964,7.6,1306.0,"Jan 13, 2012",7000000.0,10765283.0,1.0,0.5378975714285714,Mystery Thriller Drama
6495,The Tourist,103.0,Florian Henckel von Donnersmarck,Sony,10.307,6.1,3133.0,"Dec 10, 2010",100000000.0,278731369.0,12.0,1.78731369,Romance Thriller Adventure Action
6496,Aloha,105.0,Cameron Crowe,Sony,9.685,5.3,1226.0,"May 29, 2015",37000000.0,25387091.0,5.0,-0.3138624054054054,Romance Drama Comedy
6500,Extraordinary Measures,106.0,Tom Vaughan,CBS,6.3,6.3,153.0,"Jan 22, 2010",31000000.0,15826984.0,1.0,-0.48945212903225804,Drama
6501,Conviction,107.0,Tony Goldwyn,FoxS,7.51,7.2,297.0,"Oct 15, 2010",12500000.0,11826980.0,10.0,-0.0538416,Crime Biography Drama
6516,Unforgettable,88.0,Eric Williams,,8.323,5.5,310.0,"Feb 23, 1996",18000000.0,2483790.0,2.0,-0.8620116666666666,Documentary Thriller Drama
6527,High School,99.0,John Stalberg Jr.,Anch.,5.7620000000000005,5.8,68.0,"Jun 1, 2012",10000000.0,248133.0,6.0,-0.9751867,Comedy
6551,Kick-Ass,117.0,Matthew Vaughn,LGF,13.08,7.1,7540.0,"Apr 16, 2010",28000000.0,97531134.0,4.0,2.4832547857142857,Crime Comedy Action
6555,Salvation Boulevard,96.0,George Ratliff,,6.507000000000001,5.4,38.0,"Jul 15, 2011",5500000.0,28468.0,7.0,-0.994824,Thriller Drama Comedy Action
6564,300: Rise of an Empire,102.0,Noam Murro,,23.68,6.0,3870.0,"Mar 7, 2014",110000000.0,330780051.0,3.0,2.0070913727272726,War Fantasy Action
6565,Immortals,110.0,Tarsem Singh,Rela.,14.774000000000001,5.8,1431.0,"Nov 11, 2011",75000000.0,211562435.0,11.0,1.8208324666666666,Fantasy Drama Action
6569,Daylight,75.0,David Barker,,1.4,4.2,3.0,"Dec 6, 1996",80000000.0,158908290.0,12.0,0.986353625,Crime Horror Thriller
6571,Holmes & Watson,90.0,Etan Cohen,,19.331,4.1,217.0,"Dec 25, 2018",42000000.0,41926605.0,12.0,-0.0017475,Crime Comedy Adventure Mystery
6572,Incendies,131.0,Denis Villeneuve,,8.972999999999999,8.1,1034.0,"Sep 17, 2010",6800000.0,16038343.0,9.0,1.3585798529411766,Mystery War Drama
6577,The Man with the Iron Fists,95.0,RZA,Uni.,15.457,5.3,573.0,"Nov 2, 2012",15000000.0,22018988.0,11.0,0.46793253333333334,Action
6583,The Cabin in the Woods,95.0,Drew Goddard,LGF,15.335999999999999,6.5,4185.0,"Apr 13, 2012",30000000.0,70689968.0,4.0,1.3563322666666666,Horror Thriller Comedy
